state,ID,Company Name,Status,Last<BR>Update
AR,17630119AR,CENTERPOINT ENERGY ARKLA,Active,2019
TX,17616556TX,CENTERPOINT ENERGY ENTEX,Active,2019
MS,17616555MS,CENTERPOINT ENERGY ENTEX,Active,2019
LA,17614090LA,CENTERPOINT ENERGY ENTEX,Active,2019
LA,17671025LA,CENTERPOINT ENERGY INTRASTATE P LLC,Active,2019
MS,17671030MS,CENTERPOINT ENERGY INTRASTATE PL,Inactive,2019
TX,17671020TX,CENTERPOINT ENERGY INTRASTATE PL LLC,Active,2019
TN,17602143TN,CENTERVILLE TOWN OF,Active,2019
MN,17627801MN,CENTRA PIPELINES MINNESOTA INC,Active,2019
NE,17602153NE,CENTRAL CITY GAS DEPT,Active,2019
FL,17610532FL,CENTRAL FLORIDA GAS,Active,2019
NY,17602168NY,CENTRAL HUDSON GAS & ELECTRIC,Active,2019
IL,17602170IL,CENTRAL ILLINOIS LT CO,Inactive,2019
IL,17602171IL,CENTRAL ILLINOIS PUB SVC CO,Inactive,2019
KY,17672831KY,CENTRAL KENTUCKY TRANSMISSION CO,Inactive,2019
NY,17697213NY,CENTRAL NEW YORK OIL AND GAS CO,Inactive,2019
OK,17670717OK,CENTRAL OKLAHOMA OIL  GAS CORP,Inactive,2019
CA,17676061CA,CENTRAL VALLEY GAS STORAGE,Active,2019
MS,17602193MS,CENTREVILLE TOWN OF,Active,2019
KY,17617570KY,CENTURY ALUMINUM SEBREE,Active,2019
FL,17600120FL,CENTURY TOWN OF,Active,2019
PA,17602300PA,CHAMBERSBURG BOROUGH OF,Active,2019
LA,17605677LA,CHANDELEUR PIPE LINE COMPANY,Active,2019
MS,17605680MS,CHANDELEUR PIPE LINE COMPANY,Active,2019
AL,17671351AL,CHANDELEUR PIPE LINE COMPANY,Active,2019
IN,17602321IN,CHANDLER NAT GAS CORP,Inactive,2019
KS,17602327KS,CHANUTE CITY OF,Active,2019
OK,17670715OK,CHAPARRAL ENERGY LLC,Inactive,2019
VA,17602341VA,CHARLOTTESVILLE CITY OF,Active,2019
PA,17642601PA,CHARTIERS NATURAL GAS CO INC,Active,2019
LA,17602360LA,CHATHAM TOWN OF,Active,2019
FL,17602362FL,CHATTAHOOCHEE CITY OF,Active,2019
TN,17602364TN,CHATTANOOGA GAS CO,Active,2019
NY,17674365NY,CHAUTAUQUA UTILITIES INC,Active,2019
OK,17640067OK,CHELSEA GAS AUTHORITY,Active,2019
KS,17619866KS,CHENEY CITY OF,Active,2019
TX,17679924TX,CHENIERE CORPUS CHRIST PL LP,Active,2019
LA,17673852LA,CHENIERE CREOLE TRAIL PIPELINE,Active,2019
AL,17602218AL,CHEROKEE TOWN OF,Active,2019
DE,17624003DE,CHESAPEAKE UTILITIES CORPORATION,Active,2019
MD,17650217MD,CHESAPEAKE UTILITIES CORPORATION,Active,2019
IL,17602225IL,CHESTER CITY OF,Active,2019
SC,17602228SC,CHESTER CTY NAT GAS AUTH,Active,2019
TX,17648207TX,CHESTER GAS SYS,Active,2019
TX,17696254TX,CHEVRON PHILLIPS CHEMICAL CO LP,Inactive,2019
AK,17617544AK,CHEVRON USA INC,Inactive,2019
OK,17617357OK,CHEVRON USA INC,Inactive,2019
LA,17617174LA,CHEVRONTEXACO,Inactive,2019
KS,17617118KS,CHEVRONTEXACO,Inactive,2019
KS,17671760KS,CHEYENNE PLAINS GAS PL CO,Active,2019
CO,17672222CO,CHEYENNE PLAINS GAS PL CO LLC,Active,2019
MS,17602262MS,CHICKASAWHAY NAT GAS,Active,2019
AL,17601098AL,CHILDERSBURG WTR SWR   GAS BD,Active,2019
TX,17648369TX,CHINA NOME GAS CO,Inactive,2019
FL,17602272FL,CHIPLEY CITY OF,Active,2019
TX,17608696TX,CHIRENO CITY OF,Active,2019
OK,17619816OK,CHOUTEAU PUBLIC WORKS AUTHORITY,Active,2019
IN,17618050IN,CHRISNEY MUNICIPAL GAS DEPT,Active,2019
IL,17602377IL,CISNE VILLAGE OF,Active,2019
KY,17672623KY,CITIPOWER LLC,Active,2019
AZ,17690318AZ,CITIZENS COMMUNICATIONS   SANTA CRUZ,Inactive,2019
AZ,17620212AZ,CITIZENS COMMUNICATIONS ARIZONA GAS,Inactive,2019
IN,17616537IN,CITIZENS ENERGY GROUP,Active,2019
MI,17602431MI,CITIZENS GAS FUEL CO,Active,2019
IN,17619024IN,CITIZENS GAS OF WESTFIELD,Active,2019
TN,17616588TN,CITIZENS GAS UTIL DISTRICT,Active,2019
WI,17602462WI,CITY GAS CO,Active,2019
TX,17619689TX,CITY OF ALPINE GAS DEPT,Active,2019
MO,17601123MO,CITY OF CLARENCE,Active,2019
OK,17602565OK,CITY OF CLEVELAND,Active,2019
KY,17621001KY,CITY OF COLUMBIA GAS DEPARTMENT,Active,2019
IL,17600186IL,CITY OF CREAL SPRINGS,Active,2019
IL,17600037IL,CITY OF GRAND TOWER,Active,2019
MS,17619728MS,CITY OF MOSS POINT,Active,2019
KS,17600177KS,CITY OF PARTRIDGE,Active,2019
TX,17648159TX,CITY OF SPUR,Active,2019
CA,17674415CA,CITY OF SUSANVILLE,Active,2019
MS,17614291MS,CITY OF VICKSBURG,Active,2019
TN,17694821TN,CLAIBORNE UTILITIES DISTRICT,Active,2019
PA,17677766PA,CLARION RIVER GAS,Inactive,2019
PA,17672381PA,CLARION RIVER GAS AKA CRG,Inactive,2019
AL,17690211AL,CLARKE MOBILE COUNTIES GAS DISTRICT,Active,2019
TN,17602527TN,CLARKSVILLE GAS DEPT,Active,2019
GA,17621805GA,CLAXTON  CITY OF,Active,2019
KY,17602535KY,CLAY CITY OF,Active,2019
IL,17602536IL,CLAY CITY VILLAGE OF,Active,2019
TN,17679312TN,CLAY GAS,Active,2019
TN,17674479TN,CLAY GAS UTILITY DISTRICT,Inactive,2019
LA,17602548LA,CLAYTON TOWN OF,Active,2019
TX,17676111TX,CLAYTON WILLIAMS PIPELINE CORP,Active,2019
NE,17678370NE,CLEAN ENERGY,Active,2019
VT,17678371VT,CLEAN ENERGY,Active,2019
WA,17674212WA,CLEAN ENERGY,Active,2019
MA,17674920MA,CLEAN ENERGY,Active,2019
RI,17674921RI,CLEAN ENERGY,Active,2019
VA,17676112VA,CLEAN ENERGY,Active,2019
AR,17679411AR,CLEAN ENERGY,Active,2019
OH,17676726OH,CLEAN ENERGY,Active,2019
NJ,17677203NJ,CLEAN ENERGY,Active,2019
CT,17677204CT,CLEAN ENERGY,Active,2019
IN,17677205IN,CLEAN ENERGY,Active,2019
NC,17677211NC,CLEAN ENERGY,Active,2019
OR,17677206OR,CLEAN ENERGY,Active,2019
MO,17677207MO,CLEAN ENERGY,Active,2019
TN,17677208TN,CLEAN ENERGY,Active,2019
KY,17677209KY,CLEAN ENERGY,Active,2019
NH,17677210NH,CLEAN ENERGY,Active,2019
LA,17677212LA,CLEAN ENERGY,Active,2019
AL,17674200AL,CLEAN ENERGY,Active,2019
AZ,17674201AZ,CLEAN ENERGY,Active,2019
UT,17677761UT,CLEAN ENERGY,Active,2019
MS,17677762MS,CLEAN ENERGY,Active,2019
KS,17677763KS,CLEAN ENERGY,Active,2019
IL,17675484IL,CLEAN ENERGY,Active,2019
CA,17674202CA,CLEAN ENERGY,Active,2019
GA,17674206GA,CLEAN ENERGY,Active,2019
ID,17674207ID,CLEAN ENERGY,Active,2019
NV,17674208NV,CLEAN ENERGY,Active,2019
NY,17674209NY,CLEAN ENERGY,Active,2019
OK,17674462OK,CLEAN ENERGY,Active,2019
NM,17674463NM,CLEAN ENERGY,Active,2019
FL,17674464FL,CLEAN ENERGY,Active,2019
CO,17676720CO,CLEAN ENERGY,Active,2019
TX,17676721TX,CLEAN ENERGY,Active,2019
MN,17676722MN,CLEAN ENERGY,Active,2019
SC,17676723SC,CLEAN ENERGY,Active,2019
MD,17676724MD,CLEAN ENERGY,Active,2019
PA,17676725PA,CLEAN ENERGY,Active,2019
NE,17680072NE,CLEAN ENERGY FUELS,Active,2019
WY,17696545WY,CLEAR CREEK STORAGE CO,Inactive,2019
MN,17695306MN,CLEARBROOK MUNICIPAL GAS CITY OF,Active,2019
IA,17619046IA,CLEARFIELD NAT GAS CO,Active,2019
FL,17602553FL,CLEARWATER GAS SYS,Active,2019
TN,17674484TN,CLIFTON GAS DEPT,Active,2019
KY,17602577KY,CLINTON CITY OF,Active,2019
SC,17610157SC,CLINTON NEWBERRY NAT GAS AUTHORITY,Active,2019
LA,17602584LA,CLINTON TOWN OF,Active,2019
CA,17602603CA,COALINGA CITY OF,Inactive,2019
UT,17630002UT,COASTAL FIELD SERVICES,Inactive,2019
IL,17600180IL,COBDEN MUN GAS SYS,Active,2019
OH,17674351OH,COBRA PL CO LTD,Active,2019
GA,17602625GA,COCHRAN CITY OF,Active,2019
AL,17695256AL,COGASCO INC,Inactive,2019
MN,17695312MN,COHASSET CITY OF,Active,2019
LA,17602668LA,COLFAX GAS DEPT,Active,2019
TN,17619824TN,COLLINWOOD CITY OF,Active,2019
MA,17601248MA,COLONIAL GAS CO CO KEYSPAN,Active,2019
UT,17630506UT,COLORADO INTERSTATE GAS COMPANY LLC,Active,2019
CO,17602690CO,COLORADO INTERSTATE GAS COMPANY LLC,Active,2019
KS,17616167KS,COLORADO INTERSTATE GAS COMPANY LLC,Active,2019
WY,17616171WY,COLORADO INTERSTATE GAS COMPANY LLC,Active,2019
TX,17616170TX,COLORADO INTERSTATE GAS COMPANY LLC,Active,2019
OK,17616169OK,COLORADO INTERSTATE GAS COMPANY LLC,Active,2019
CO,17695270CO,COLORADO NATURAL GAS INC,Active,2019
CO,17602695CO,COLORADO SPRINGS UTILITIES,Active,2019
GA,17600046GA,COLQUITT GAS SYS CITY OF,Active,2019
KY,17602705KY,COLUMBIA GAS DIST CO,Active,2019
MD,17616232MD,COLUMBIA GAS DIST CO,Active,2019
MA,17616558MA,COLUMBIA GAS OF MASSACHUSETTS,Active,2019
OH,17616235OH,COLUMBIA GAS OF OHIO,Active,2019
PA,17616236PA,COLUMBIA GAS OF PENNSYLVANIA,Active,2019
VA,17610991VA,COLUMBIA GAS OF VIRGINIA,Active,2019
NC,17609734NC,COLUMBIA GAS TRANSMISSION CORP,Active,2019
NJ,17634008NJ,COLUMBIA GAS TRANSMISSION CORP,Active,2019
WV,17654806WV,COLUMBIA GAS TRANSMISSION CORP,Active,2019
DE,17624004DE,COLUMBIA GAS TRANSMISSION CORP,Active,2019
VA,17617656VA,COLUMBIA GAS TRANSMISSION CORP,Active,2019
PA,17617655PA,COLUMBIA GAS TRANSMISSION CORP,Active,2019
OH,17617654OH,COLUMBIA GAS TRANSMISSION CORP,Active,2019
NY,17617653NY,COLUMBIA GAS TRANSMISSION CORP,Active,2019
KY,17617651KY,COLUMBIA GAS TRANSMISSION CORP,Active,2019
MD,17617652MD,COLUMBIA GAS TRANSMISSION CORP,Active,2019
TX,17617648TX,COLUMBIA GULF TRANS CO,Inactive,2019
WY,17617641WY,COLUMBIA GULF TRANSMISSION,Active,2019
MS,17616233MS,COLUMBIA GULF TRANSMISSION,Active,2019
LA,17617657LA,COLUMBIA GULF TRANSMISSION,Active,2019
KY,17617658KY,COLUMBIA GULF TRANSMISSION,Active,2019
TN,17616237TN,COLUMBIA GULF TRANSMISSION,Active,2019
LA,17602701LA,COLUMBIA TOWN OF,Active,2019
TX,17602703TX,COLUMBUS CITY OF,Active,2019
LA,17602732LA,COLVIN GAS CO,Inactive,2019
CO,17619716CO,COM FUR T GAS INC,Inactive,2019
TX,17678816TX,COMANCHE TRAIL PIPELINE COMPANY,Active,2019
GA,17602745GA,COMMERCE CITY OF,Active,2019
MN,17678275MN,COMMUNITY COOPS OF LAKE PARK,Active,2019
OH,17695334OH,COMMUNITY ENERGY RESOURCES COOP,Active,2019
IN,17619913IN,COMMUNITY NATURAL GAS CO INC,Active,2019
MN,17618270MN,COMMUNITY UTIL CO,Active,2019
LA,17680528LA,CON GAS UTIL DIS GRANT PARISH,Active,2019
LA,17648191LA,CONCORDE GAS INTRASTATE INC,Inactive,2019
KS,17677200KS,CONCORDIA CITY OF,Active,2019
CT,17619018CT,CONNECTICUT NAT GAS CORP,Active,2019
AK,17622751AK,CONOCOPHILLIPS ALASKA  INC,Active,2019
AK,17619863AK,CONOCOPHILLIPS ALASKA NAT GAS CORP,Inactive,2019
NY,17602810NY,CONSOLIDATED EDISON NEW YORK INC,Active,2019
MA,17679611MA,CONSTELLATION LNG LLC,Active,2019
OH,17695230OH,CONSTITUTION GAS TRANSPORT CO,Inactive,2019
MI,17617183MI,CONSUMERS ENERGY COMPANY,Active,2019
IA,17674413IA,CONSUMERS ENERGY COOP,Inactive,2019
IL,17602853IL,CONSUMERS GAS CO,Active,2019
TX,17674561TX,CONSUMERS GAS COMPANY INC,Active,2019
OH,17695318OH,CONSUMERS GAS COOP,Active,2019
WV,17602873WV,CONSUMERS GAS UTIL CO,Active,2019
AK,17677962AK,COOK INLET NATURAL GAS STORAGE,Active,2019
TN,17602926TN,COOKEVILLE GAS DEPARTMENT,Inactive,2019
IA,17602935IA,COON RAPIDS MUN UTIL,Active,2019
OK,17602970OK,COPAN PUBLIC WORKS AUTHORITY,Active,2019
TX,17618074TX,COPANO P L UPPER GULF COAST,Active,2019
GA,17602982GA,CORDELE NATURAL GAS SYSTEM CITY OF,Active,2019
AL,17602985AL,CORDOVA WTR WKS AND GAS BD,Active,2019
MS,17603000MS,CORINTH CITY OF GAS AND WATER,Active,2019
TX,17678276TX,CORIX UTILITIES INC,Active,2019
OK,17619803OK,CORN TOWN OF,Active,2019
IA,17602996IA,CORNING MUNICIPAL UTILITIES,Active,2019
NY,17602998NY,CORNING NAT GAS CORP,Active,2019
NM,17619688NM,CORONA VILLAGE OF,Active,2019
TX,17603003TX,CORPUS CHRISTI GAS DIV,Active,2019
TX,17656306TX,CORPUS CHRISTI IND P L CO,Inactive,2019
TX,17679610TX,CORPUS CHRISTI LNG,Active,2019
TX,17695354TX,COSERV GAS LTD,Active,2019
TX,17648137TX,COTULLA CITY OF,Active,2019
TN,17696318TN,COUNCE GAS CORP,Active,2019
TN,17616589TN,COVINGTON CITY OF,Active,2019
GA,17603049GA,COVINGTON NAT GAS SYS,Active,2019
OK,17603050OK,COVINGTON TOWN OF,Active,2019
KY,17675701KY,COW CREEK GAS INC,Inactive,2019
CA,17690514CA,CPN PIPELINE COMPANY,Active,2019
WV,17617498WV,CRANBERRY PL CORP,Active,2019
GA,17616535GA,CRAWFORDVILLE CITY OF,Inactive,2019
FL,17616533FL,CRESCENT CITY NAT GAS,Active,2019
TN,17616590TN,CROCKETT PUBLIC UTILITY DIST,Active,2019
SD,17695286SD,CROOKS MUNICIPAL GAS,Active,2019
OH,17695160OH,CROSSROADS PIPELINE,Active,2019
IN,17695162IN,CROSSROADS PIPELINE,Active,2019
TX,17601358TX,CROSSTEX ENERGY SERVICES LP,Inactive,2019
TX,17674301TX,CROSSTEX ENERGY SERVICES LP,Inactive,2019
LA,17698522LA,CROSSTEX ENERGY SERVICES LP,Inactive,2019
MO,17695288MO,CUBA CITY OF GAS DEPARTMENT,Active,2019
AL,17603112AL,CULLMAN JEFFERSON GAS,Active,2019
TX,17648039TX,CUSHING CITY OF,Active,2019
MT,17603147MT,CUT BANK GAS CO,Active,2019
GA,17619901GA,CUTHBERT NATURAL GAS SYSTEM CITY OF,Active,2019
LA,17649112LA,CYPRESS GAS P L CO,Active,2019
TX,17622143TX,D & H GAS CO,Active,2019
AL,17617860AL,DADEVILLE GAS BOARD,Active,2019
IL,17619904IL,DAHLGREN GAS SYSTEM,Active,2019
TX,17648138TX,DAISETTA CITY OF,Active,2019
ND,17638004ND,DAKOTA GASIFICATION CO,Active,2019
TX,17648044TX,DAL MAR ENERGY INC,Inactive,2019
GA,17603202GA,DALTON UTILITIES,Active,2019
VA,17603225VA,DANVILLE CITY OF,Active,2019
AL,17601101AL,DAPHNE UTILS BD CITY OF,Active,2019
GA,17603282GA,DAWSON CITY OF,Active,2019
TX,17672220TX,DCP MIDSTREAM,Inactive,2019
TX,17672780TX,DCP OPERATING COMPANY LP,Active,2019
LA,17671201LA,DCP OPERATING COMPANY LP,Inactive,2019
NM,17671305NM,DCP OPERATING COMPANY LP,Active,2019
AL,17674359AL,DCP OPERATING COMPANY LP,Active,2019
CO,17622914CO,DCP OPERATING COMPANY LP,Active,2019
OK,17617345OK,DCP OPERATING COMPANY LP,Active,2019
KS,17617106KS,DCP OPERATING COMPANY LP,Active,2019
GA,17677551GA,DECATUR COUNTY INDUSTRIAL PARK,Inactive,2019
AL,17603310AL,DECATUR UTIL GAS DEPT,Active,2019
FL,17603324FL,DEFUNIAK SPRINGS CITY OF,Active,2019
OK,17640016OK,DEISENROTH GAS PRODUCTS INC,Inactive,2019
AL,17603332AL,DEKALB CHEROKEE COUNTIES,Active,2019
TX,17613547TX,DEL RIO GAS CITY OF,Inactive,2019
LA,17603355LA,DELCAMBRE TOWN OF,Active,2019
DE,17603352DE,DELMARVA POWER AND LIGHT CO,Active,2019
DE,17650727DE,DELMARVA POWER LIGHT COMPANY,Inactive,2019
TN,17609452TN,DELTA NATURAL GAS COMPANY,Active,2019
KY,17619858KY,DELTA NATURAL GAS COMPANY,Active,2019
KY,17611084KY,DEMA GAS COMPANY INC,Inactive,2019
NM,17603381NM,DEMING GAS SYS,Active,2019
LA,17603388LA,DENHAM SPRINGS CITY OF,Active,2019
KS,17601250KS,DENISON CITY OF,Active,2019
TX,17619684TX,DENVER CITY GAS SYSTEM,Active,2019
LA,17622071LA,DEQUINCY GAS CO,Active,2019
AR,17605022AR,DES ARC GAS COMPANY,Active,2019
OH,17675550OH,DESHLER MUNICIPAL UTILITIES,Active,2019
TX,17613560TX,DESOTO PIPELINE COMPANY INC,Inactive,2019
MS,17690506MS,DESTIN PIPELINE COMPANY L L C,Active,2019
MI,17610717MI,DETROIT EDISON CO THE,Inactive,2019
AR,17600381AR,DEVALLS BLUFF NAT GAS SYS,Active,2019
TX,17603434TX,DEVINE CITY OF,Inactive,2019
TX,17695368TX,DEVON GAS SERVICES LP,Inactive,2019
LA,17622009LA,DIAMOND UTIL CO,Inactive,2019
TX,17648043TX,DILLEY CITY OF,Active,2019
TX,17695222TX,DIRECT ENERGY,Inactive,2019
LA,17674476LA,DISCOVERY GAS TRANSMISSION,Active,2019
MA,17612747MA,DISTRIGAS OF MASSACHUSETTS LTD,Inactive,2019
IL,17603511IL,DIVERNON VILLAGE OF,Active,2019
GA,17621808GA,DOERUN CITY OF,Active,2019
SC,17672680SC,DOMINION CAROLINA GAS TRANSMISSION,Active,2019
MD,17650729MD,DOMINION COVE POINT LNG LP,Active,2019
VA,17650731VA,DOMINION COVE POINT LNG LP,Active,2019
SC,17612669SC,DOMINION ENERGY SOUTH CAROLINA INC,Active,2019
OH,17619032OH,DOMINION TRANSMISSION INCORPORATED,Active,2019
MD,17624012MD,DOMINION TRANSMISSION INCORPORATED,Active,2019
VA,17616314VA,DOMINION TRANSMISSION INCORPORATED,Active,2019
WV,17616300WV,DOMINION TRANSMISSION INCORPORATED,Active,2019
PA,17616299PA,DOMINION TRANSMISSION INCORPORATED,Active,2019
NY,17616298NY,DOMINION TRANSMISSION INCORPORATED,Active,2019
LA,17616297LA,DOMINION TRANSMISSION INCORPORATED,Inactive,2019
LA,17603569LA,DONALDSONVILLE CITY OF,Active,2019
GA,17613092GA,DONALSONVILLE CITY OF,Active,2019
MN,17678420MN,DOOLEYS NATURAL GAS,Active,2019
AL,17601027AL,DORA GAS BD,Active,2019
GA,17617859GA,DOUGLAS GAS SYS,Active,2019
TX,17660710TX,DOW CHEMICAL CO,Active,2019
LA,17602203LA,DOW INTERSTATE GAS CO,Active,2019
TX,17601496TX,DOW PIPELINE COMPANY,Active,2019
KY,17601251KY,DRAKESBORO NAT GAS,Inactive,2019
OK,17603632OK,DRUMRIGHT GAS AUTHORITY,Active,2019
MI,17609432MI,DTE GAS COMPANY,Active,2019
GA,17603637GA,DUBLIN CITY OF,Active,2019
MS,17600182MS,DUCK HILL NAT GAS SYS,Active,2019
WV,17606404WV,DUKE ENERGY FIELD SERVICES L P,Inactive,2019
LA,17696403LA,DUKE ENERGY FIELD SERVICES LP,Inactive,2019
MS,17649147MS,DUKE ENERGY FIELD SERVICES LP,Inactive,2019
KY,17614007KY,DUKE ENERGY KENTUCKY,Active,2019
OH,17602369OH,DUKE ENERGY OHIO,Active,2019
NM,17617263NM,DUKE FIELD ENERGY SERVICES LP,Inactive,2019
MN,17603654MN,DULUTH CITY OF,Active,2019
TX,17603657TX,DUMAS CITY OF,Active,2019
TN,17617835TN,DUNLAP NAT GAS SYS,Active,2019
IL,17603687IL,DUPO VILLAGE OF,Active,2019
OK,17640045OK,DUSTIN PUB GAS AUTHORITY,Inactive,2019
TN,17603706TN,DYERSBURG GAS SYSTEM,Active,2019
MN,17671150MN,EAGLE BENDCLARISSA GAS UTIL,Active,2019
UT,17674355UT,EAGLE MOUNTAIN CITY OF,Inactive,2019
TX,17674477TX,EAGLE ROCK ENERGY,Inactive,2019
LA,17674480LA,EAGLE ROCK ENERGY,Inactive,2019
TX,17617454TX,EAGLE ROCK FIELD SERVICES LP,Inactive,2019
VA,17680336VA,EARLY GROVE COMPANY,Inactive,2019
AL,17603742AL,EAST CENTRAL ALABAMA GAS DISTRICT,Active,2019
OK,17640078OK,EAST CENTRAL OKLAHOMA GAS AUTH,Active,2019
CO,17676260CO,EAST CHEYENNE GAS STORAGE LLC,Active,2019
KY,17621601KY,EAST KENTUCKY UTILITIES,Inactive,2019
OH,17603751OH,EAST OHIO GAS CO,Inactive,2019
OH,17670317OH,EAST OHIO GAS COMP DOMINION EAST OH,Active,2019
GA,17698430GA,EAST TENNESSEE NAT GAS CO,Inactive,2019
TN,17603754TN,EAST TENNESSEE NATURAL GAS LLC,Active,2019
NC,17671152NC,EAST TENNESSEE NATURAL GAS LLC,Active,2019
GA,17698507GA,EAST TENNESSEE NATURAL GAS LLC,Active,2019
VA,17617494VA,EAST TENNESSEE NATURAL GAS LLC,Active,2019
TX,17603756TX,EAST TEXAS INDUSTRIAL GAS LLC,Inactive,2019
CO,17603762CO,EASTERN COLORADO UTIL CO,Inactive,2019
OH,17600530OH,EASTERN NAT GAS,Active,2019
NM,17619722NM,EASTERN NEW MEXICO NAT GAS,Active,2019
DE,17603782DE,EASTERN SHORE NATURAL GAS CO,Active,2019
PA,17616152PA,EASTERN SHORE NATURAL GAS CO,Active,2019
MD,17617926MD,EASTERN SHORE NATURAL GAS CO,Active,2019
TX,17604800TX,EASTEX GAS STORAGE   EXCHANGE,Inactive,2019
TX,17600166TX,EASTON GAS SYS CITY OF,Active,2019
MD,17619896MD,EASTON UTILITIES COMMISSION,Active,2019
GA,17603789GA,EATONTON CITY OF,Active,2019
OK,17640019OK,ECKERT GAS,Inactive,2019
TN,17679975TN,ECO-ENERGY STONE MOUNTAIN LLC,Active,2019
KY,17679973KY,ECO-ENERGY STONE MOUNTAIN LLC,Active,2019
VA,17679974VA,ECO-ENERGY STONE MOUNTAIN LLC,Active,2019
IL,17603837IL,EDINBURG MUN GAS SYSTEM,Active,2019
GA,17613083GA,EDISON CITY OF,Active,2019
KY,17621014KY,EDMONTON CITY OF,Active,2019
LA,17670719LA,EGAN HUB PARTNERS LP,Active,2019
IL,17618051IL,EGYPTIAN GAS STORAGE,Active,2019
LA,17670320LA,EL PASO CGP GAS TRANSMISSION CO,Inactive,2019
TX,17615104TX,EL PASO CGP GAS TRANSMISSION CO,Inactive,2019
TX,17608250TX,EL PASO GAS STORAGE CO,Inactive,2019
CA,17673640CA,EL PASO NATURAL GAS CO LLC,Active,2019
CO,17616244CO,EL PASO NATURAL GAS COMPANY,Active,2019
AZ,17603864AZ,EL PASO NATURAL GAS COMPANY LLC,Active,2019
NM,17616246NM,EL PASO NATURAL GAS COMPANY LLC,Active,2019
TX,17616249TX,EL PASO NATURAL GAS COMPANY LLC,Active,2019
OK,17616247OK,EL PASO NATURAL GAS COMPANY LLC,Active,2019
SC,17675556SC,ELBA EXPRESS,Active,2019
GA,17675555GA,ELBA EXPRESS,Active,2019
GA,17603878GA,ELBERTON UTILITIES  NAT GAS DIV,Active,2019
TX,17603884TX,ELDORADO CITY OF,Active,2019
LA,17694501LA,ELIZABETH NATURAL GAS,Inactive,2019
KY,17603893KY,ELIZABETHTOWN CITY OF,Active,2019
TN,17603898TN,ELK RIVER PUBLIC UTILITY DISTRICT,Active,2019
WA,17603907WA,ELLENSBURG CITY OF,Active,2019
NY,17672378NY,EMKEY GATHERING LLC,Active,2019
PA,17672379PA,EMKEY GATHERING LLC,Active,2019
IA,17619011IA,EMMETSBURG MUNICIPAL UTILITIES,Active,2019
MO,17672421MO,EMPIRE DISTRICT GAS,Active,2019
PA,17676160PA,EMPIRE PIPELINE,Active,2019
NY,17650823NY,EMPIRE PIPELINE INC,Active,2019
NM,17617861NM,EMW GAS ASSN,Active,2019
AR,17630129AR,ENABLE GAS TRANSMISSION LLC,Active,2019
KS,17630131KS,ENABLE GAS TRANSMISSION LLC,Active,2019
LA,17630133LA,ENABLE GAS TRANSMISSION LLC,Active,2019
OK,17630135OK,ENABLE GAS TRANSMISSION LLC,Active,2019
MO,17630140MO,ENABLE GAS TRANSMISSION LLC,Active,2019
TX,17630137TX,ENABLE GAS TRANSMISSION LLC,Active,2019
OK,17679361OK,ENABLE GATHERING AND PROCESSING,Active,2019
TX,17679362TX,ENABLE GATHERING AND PROCESSING,Active,2019
IL,17695216IL,ENABLE ILLINOIS INTRASTATE TRANS,Inactive,2019
LA,17616221LA,ENABLE MS RIVER TRANSMISSION,Active,2019
AR,17609590AR,ENABLE MS RIVER TRANSMISSION,Active,2019
MO,17616222MO,ENABLE MS RIVER TRANSMISSION,Active,2019
TX,17650733TX,ENABLE OKLAHOMA INTRASTATE TRANS LLC,Inactive,2019
OK,17698506OK,ENABLE OKLAHOMA INTRASTATE TRANS LLC,Active,2019
TX,17672731TX,ENBRIDGE G AND P,Inactive,2019
TX,17674660TX,ENBRIDGE G&P EAST TEXAS LP,Active,2019
AR,17674423AR,ENBRIDGE GATHERING TEXARKANA,Inactive,2019
TX,17674424TX,ENBRIDGE GATHERING TEXARKANA,Inactive,2019
LA,17617178LA,ENBRIDGE OFFSHORE PIPELINES  UTOS,Inactive,2019
MS,17695190MS,ENBRIDGE P L ALABAMA INTRASTA,Inactive,2019
TX,17695194TX,ENBRIDGE P L TEXAS GATHERING LP,Active,2019
TX,17699062TX,ENBRIDGE PIPELINES TX INTRASTATE LP,Active,2019
TX,17699060TX,ENBRIDGE PPL NE TEXAS LP,Inactive,2019
OH,17601990OH,ENERGY MGT SYSTEMS INC LAKESIDE,Inactive,2019
TX,17698224TX,ENERGY TRANSFER COMPANY TEXAS PL LTD,Active,2019
TX,17671611TX,ENERGY TRANSFER FUEL LP,Active,2019
TX,17648829TX,ENERGY TRANSFER GATHERING CO,Inactive,2019
MT,17605164MT,ENERGY WEST INC,Active,2019
MT,17674356MT,ENERGY WEST WEST YELLOWSTONE,Active,2019
WY,17602627WY,ENERGY WEST WYOMING,Inactive,2019
NH,17604829NH,ENERGYNORTH NAT GAS INC,Inactive,2019
LA,17622019LA,ENERVEST MONROE PIPELINE LTD,Inactive,2019
IL,17617079IL,ENFIELD MUNICIPAL GAS SYSTEM,Active,2019
TN,17603980TN,ENGLEWOOD GAS,Active,2019
LA,17671160LA,ENLINK LIG LLC,Active,2019
TX,17676771TX,ENLINK MIDSTREAM SERVICES LLC,Inactive,2019
LA,17671667LA,ENLINK TUSCALOOSA LLC,Active,2019
OK,17640065OK,ENOGEX INC,Inactive,2019
AK,17602017AK,ENSTAR NAT GAS,Active,2019
NM,17671761NM,ENSTOR GRAMA RIDGE STORAGE & TRANSP,Active,2019
